Time,input_1,output
88.5,0.361543208,0.361543208
88.6,-0.508933248,-0.5
88.7,-0.980901556,-0.5
88.8,-0.835047648,-0.5
88.9,-0.26929299,-0.26929299
89,0.37104371,0.37104371
89.1,0.824973453,0.5
89.2,0.997308338,0.5
89.3,0.924491486,0.5
89.4,0.701844793,0.5
89.5,0.425068511,0.425068511
89.6,0.162141182,0.162141182
89.7,-0.050526702,-0.050526702
89.8,-0.199833111,-0.199833111
89.9,-0.285049375,-0.285049375
90,-0.309016994,-0.309016994
90.1,-0.272982158,-0.272982158
90.2,-0.175146782,-0.175146782
90.3,-0.01284876,-0.01284876
90.4,0.211515855,0.211515855
90.5,0.481065276,0.481065276
90.6,0.753508318,0.5
90.7,0.954406154,0.5
90.8,0.984914249,0.5
90.9,0.755919744,0.5
91,0.251731549,0.251731549
91.1,-0.399424402,-0.399424402
91.2,-0.908222073,-0.5
91.3,-0.936208059,-0.5
91.4,-0.350416627,-0.350416627
91.5,0.529845256,0.5
91.6,0.999449753,0.5
91.7,0.53287923,0.5
91.8,-0.516485505,-0.5
91.9,-0.990291859,-0.5
92,-0.199709981,-0.199709981
92.1,0.887543749,0.5
92.2,0.639455104,0.5
92.3,-0.662983365,-0.5
92.4,-0.804860653,-0.5
92.5,0.57178796,0.5
92.6,0.799231725,0.5
92.7,-0.676976172,-0.5
92.8,-0.617464303,-0.5
92.9,0.904277876,0.5
93,0.153330784,0.153330784
93.1,-0.98085264,-0.5
93.2,0.571813734,0.5
93.3,0.467624379,0.467624379
93.4,-0.99866655,-0.5
93.5,0.607306512,0.5
93.6,0.25160993,0.25160993
93.7,-0.890563963,-0.5
93.8,0.952559545,0.5
93.9,-0.516566207,-0.5
94,-0.112856385,-0.112856385
94.1,0.648994044,0.5
94.2,-0.944692769,-0.5
94.3,0.991103929,0.5
94.4,-0.858559264,-0.5
94.5,0.636818634,0.5
94.6,-0.399568402,-0.399568402
94.7,0.193272064,0.193272064
94.8,-0.040703793,-0.040703793
94.9,-0.050275694,-0.050275694
95,0.078459096,0.078459096
95.1,-0.043999504,-0.043999504
95.2,-0.053256205,-0.053256205
95.3,0.211730785,0.211730785
95.4,-0.422479058,-0.422479058
95.5,0.660722526,0.5
95.6,-0.877273531,-0.5
95.7,0.995997193,0.5
95.8,-0.927021622,-0.5
95.9,0.604957727,0.5
96,-0.050244318,-0.050244318
96.1,-0.574465365,-0.5
96.2,0.972779114,0.5
96.3,-0.850482614,-0.5
96.4,0.165612196,0.165612196
96.5,0.679377272,0.5
96.6,-0.988443143,-0.5
96.7,0.370722782,0.370722782
96.8,0.660746107,0.5
96.9,-0.950677188,-0.5
97,0.028270567,0.028270567
97.1,0.952588226,0.5
97.2,-0.503188883,-0.5
97.3,-0.7759121,-0.5
97.4,0.699872805,0.5
97.5,0.693087363,0.5
97.6,-0.697625417,-0.5
97.7,-0.779860449,-0.5
97.8,0.495021984,0.495021984
97.9,0.956336388,0.5
98,-0.01256604,-0.01256604
98.1,-0.944661856,-0.5
98.2,-0.677091776,-0.5
98.3,0.347266289,0.347266289
98.4,0.983762477,0.5
98.5,0.702090914,0.5
98.6,-0.131439787,-0.131439787
98.7,-0.830053168,-0.5
98.8,-0.981429509,-0.5
98.9,-0.609898995,-0.5
99,0.003141587,0.003141587
99.1,0.564186219,0.5
99.2,0.905681303,0.5
99.3,0.999457023,0.5
99.4,0.904344929,0.5
99.5,0.706551203,0.5
99.6,0.481313133,0.481313133
99.7,0.278719578,0.278719578
99.8,0.12520856,0.12520856
99.9,0.031379359,0.031379359
100,-8.20862E-13,-8.20862E-13
