Time,input_1_1,input_2_1,output
64.2,20.02621348,14.61220988,119.31264
64.3,4.735077316,16.21185409,26.7828196
64.4,13.86945907,1.04849205,308.476807
64.5,11.3219576,17.73593211,61.22659107
64.6,8.114895473,12.96137828,51.33373942
64.7,15.70953375,1.913183237,258.6607763
64.8,5.14657355,19.68693769,26.41646282
64.9,17.42276733,10.02733239,125.3054602
65,4.505519517,3.395940344,55.68143428
65.1,17.07955241,20.6620443,85.57273361
65.2,5.881490414,7.700259573,48.27033083
65.3,14.50799109,4.998059042,147.7924177
65.4,9.83523407,20.98248925,48.89920068
65.5,9.133902297,6.038592629,84.65138343
65.6,16.26884593,6.386353652,146.6141303
65.7,2.667717471,20.96273087,13.26971112
65.8,20.95667762,4.97973128,213.8774726
65.9,2.050204748,7.371683422,17.19726808
66,15.70703932,20.84564335,78.34878103
66.1,12.89818633,4.429167815,139.5767698
66.2,2.955123898,7.863257172,24.00048504
66.3,20.85479702,20.78132357,104.187335
66.4,5.937735611,4.317414594,65.08104875
66.5,7.093492022,7.827781017,57.7412678
66.6,20.84805328,20.8254533,104.0432336
66.7,4.652667895,4.628423186,49.2528185
66.8,6.805986181,7.267401777,57.49724583
66.9,20.98978314,20.94094658,104.4612845
67,8.240271174,5.405177419,80.72017439
67.1,2.431366804,6.221327677,22.20007845
67.2,17.74962008,20.99671431,88.21835529
67.3,17.39141056,6.733965318,152.6317679
67.4,2.859169155,4.790820373,29.74955478
67.5,5.282120398,20.76765881,26.39733539
67.6,18.89692667,8.703443377,145.8784661
67.7,17.99760599,3.181769122,229.7872739
67.8,5.202750417,19.95021566,26.52801533
67.9,1.706984492,11.33263329,11.54807836
68,11.75326806,1.749227932,202.3862502
68.1,20.58171858,18.21636999,109.823753
68.2,17.58384741,14.46883269,105.2792357
68.3,7.468484436,1.012457398,169.0400707
68.4,1.18570491,15.33042494,6.896759571
68.5,3.75888322,17.67767599,20.36065818
68.6,11.81465366,1.591618055,213.2785262
68.7,18.89557731,11.33577313,127.8145093
68.8,20.94486812,20.18451904,106.1729763
68.9,17.90910171,4.01362405,203.5874591
69,12.222158,6.770654029,106.9739782
69.1,6.605969435,20.96617049,32.85659601
69.2,2.753285058,8.372180073,21.67092565
69.3,1.111181724,2.791317857,15.14697845
69.4,1.286363625,19.09681246,6.703920783
69.5,2.560931722,13.93289557,15.62510244
69.6,4.250379917,1.003285688,96.64090915
69.7,5.858029467,14.36046703,35.20568787
69.8,7.08741976,18.93913998,37.08972324
69.9,7.790861443,2.818322187,105.6904448
70,7.909830056,7.909830056,64.05147582
70.1,7.436174743,20.99758895,36.95816809
70.2,6.405317495,8.390371823,50.36114811
70.3,4.922942221,2.442399819,71.74009106
70.4,3.218533089,18.29312626,17.13797784
70.5,1.705129252,15.67235562,9.80924836
70.6,1.000938071,1.252201063,20.37115901
70.7,1.841396858,11.29809298,12.4764316
70.8,4.805607102,20.61476925,24.10485849
70.9,9.846155504,6.023325401,91.36799443
71,15.78998303,3.731855345,186.1507658
71.1,20.23626862,19.34442192,104.7847598
71.2,20.40283374,14.52181441,121.9342227
71.3,15.07760016,1.101140346,327.2325141
71.4,6.684305922,11.68934661,44.52529078
71.5,1.190617985,20.62668128,5.970398564
71.6,4.005761209,6.444426631,35.93672359
71.7,13.76305021,3.134980979,177.0283428
71.8,20.84979415,18.52681561,110.3181439
71.9,16.34791905,16.1279525,92.70825893
72,4.723086387,1.656710575,83.56956303
72.1,1.842406219,9.046323753,13.95066443
72.2,13.09427425,20.99385455,65.08499939
72.3,20.97455984,9.79998312,152.5898888
72.4,11.05529175,1.360753563,215.8370679
72.5,1.001927595,15.00748833,5.890170896
72.6,11.2902424,19.53033877,58.18270956
72.7,20.90151617,4.71599672,219.1980103
72.8,7.905049915,4.05984715,89.35016103
72.9,2.483297716,18.96675516,12.98607284
73,18.52184937,16.11743,105.0707945
73.1,14.49386577,1.91712202,238.3992702
73.2,1.023357072,7.73824624,8.378214729
73.3,16.28138991,20.71549947,81.46842815
73.4,15.4714723,12.51592059,99.59689729
73.5,1.112305733,1.025529815,25.01471704
73.6,18.35473011,11.03015924,125.8643323
73.7,11.05309267,20.97460461,54.96452563
73.8,4.008456088,9.670654817,29.35585635
73.9,20.95912507,1.178365849,439.722451
74,2.490055182,13.36498997,15.51208649
74.1,15.23475411,20.60460045,76.43616951
74.2,11.80463357,7.86087084,95.88766539
74.3,5.896341785,1.607151564,105.9253229
74.4,19.00363206,14.66254383,113.0257808
74.5,1.487010757,20.23578689,7.528346958
74.6,20.98913427,7.052753868,179.9951182
74.7,1.123559297,1.836107203,18.88393709
74.8,20.55756057,15.00144305,120.8789348
74.9,1.702350795,20.18985385,8.628355591
75,20.23879533,7.173165676,172.0975914
75.1,1.591298733,1.690830805,27.87065694
75.2,20.72340577,14.41810205,124.2947106
75.3,1.019910651,20.49992764,5.130167292
75.4,20.85195623,8.235440178,165.481314
75.5,2.086371874,1.27813727,42.02894943
75.6,17.73848586,12.85405931,112.6787345
75.7,7.895193346,20.91517153,39.31675074
75.8,9.300519257,10.32068291,65.93234815
75.9,17.59400926,1.000001781,400.6913747
76,1.283682671,10.24673194,9.132938967
76.1,20.06439038,20.87791331,100.0064448
76.2,7.131409653,13.41257993,44.34705531
76.3,7.077303109,1.562902276,128.9280603
76.4,20.53964347,6.769515348,179.7875759
76.5,2.868484422,19.56312157,14.76994858
76.6,10.60928535,17.0902725,58.446324
76.7,19.86847986,3.843048284,230.8193876
76.8,2.942453397,3.180789827,37.57402075
76.9,8.62310717,16.16081928,48.85147277
77,20.95852701,20.18997772,106.2278524
77.1,7.48259645,8.409483139,58.76425519
77.2,2.554028452,1.063320872,56.40779538
77.3,17.50140556,10.56942081,122.6006856
77.4,18.05416472,20.79069634,90.17547679
77.5,3.791464033,14.644705,22.56379738
77.6,3.748274963,2.461147441,54.41369156
77.7,17.06157767,4.346680074,186.3742522
77.8,19.86920555,17.1002347,109.4271357
77.9,8.561513963,19.94670984,43.65766447
78,1.012630434,8.391584937,7.961126831
78.1,7.017279554,1.017085936,158.4657893
78.2,17.73569991,9.474143261,131.2272182
78.3,20.67884035,20.31945863,104.4757935
78.4,13.89352582,16.60627433,77.64650871
78.5,4.81523028,4.217761993,53.39758201
78.6,1.000205366,2.266763224,15.12974699
78.7,4.239492529,13.62933549,26.15303517
78.8,11.29652288,20.99853965,56.14302442
78.9,17.73500327,13.35857927,110.5087589
79,20.82871078,2.22184173,318.2375296
79.1,20.21688562,4.059168635,228.5289749
79.2,17.06332658,16.05359204,96.98915067
79.3,12.92038968,20.68980372,64.69086993
79.4,8.991819575,11.36559989,60.74310205
79.5,5.902827161,1.536605288,108.4487298
79.6,3.793423979,5.126214782,38.15738029
79.7,2.521720993,16.95610984,13.94695783
79.8,1.847082039,20.47057967,9.29751054
79.9,1.549266558,10.90543947,10.68439967
80,1.489434837,1.489434837,27.79433696
80.1,1.634391014,4.996048978,16.65283529
80.2,2.061022374,16.56979988,11.53107082
80.3,2.945245202,20.69290169,14.74539206
80.4,4.525608748,11.99861585,29.75479724
80.5,7.021314291,2.016271738,112.6132382
80.6,10.48626169,3.718060432,123.8534287
80.7,14.60840126,14.78296439,86.53015639
80.8,18.52929713,20.99893758,92.0885954
80.9,20.85211776,14.56969519,124.4143573
81,20.0616021,3.688844053,237.8844363
81.1,15.4616345,1.901676052,255.3481398
81.2,8.314029533,11.29652288,56.33583482
81.3,2.232245587,20.30572284,11.28179777
81.4,1.634941701,18.07195633,8.758812941
81.5,8.142280043,7.399217777,68.17084776
81.6,17.40903175,1.015005624,393.5373506
81.7,20.85049853,6.345430357,188.5087297
81.8,13.82729876,17.06032827,76.24111151
81.9,3.24722483,20.78184598,16.22242828
82,2.490055182,13.36498997,15.51208649
82.1,13.77753966,3.306695708,172.5520481
82.2,20.97354211,1.85825258,350.4007076
82.3,11.73102426,10.50665614,82.4231557
82.4,1.121939914,19.66694832,5.761647371
82.5,9.242037201,19.42217234,47.76000627
82.6,20.90990681,10.16029973,149.3978687
82.7,11.29181253,1.81883929,190.6830369
82.8,1.096079604,3.134010971,14.10059389
82.9,14.6107451,12.60808025,93.71162012
83,18.88225612,20.39811951,95.21478315
83.1,2.483627021,18.61201112,13.11098405
83.2,9.6768825,9.180527877,72.7356301
83.3,20.39693815,1.592363466,368.1200233
83.4,3.206707842,3.28606382,40.28718858
83.5,10.30156473,12.47895718,66.41399617
83.6,19.25239693,20.21408016,97.52217524
83.7,1.28138403,19.1508533,6.668540711
83.8,16.29338932,10.42101429,114.9481547
83.9,12.53982683,2.264162796,189.7943496
84,3.796909751,2.177087736,58.60543224
84.1,20.83903133,10.11554224,149.2205059
84.2,1.587367293,18.81685954,8.333921792
84.3,17.92543655,20.53463645,90.08900626
84.4,7.417102632,13.86945907,45.35760256
84.5,11.30625739,4.74144588,118.2521467
84.6,13.40038285,1.022087224,301.8691912
84.7,6.6262995,5.777425345,62.78406845
84.8,16.64782657,14.88596537,98.26856299
84.9,4.674055067,20.73824639,23.37509444
85,17.49448048,18.60405966,92.37251176
85.1,4.821156852,10.34043054,34.14503126
85.2,16.33277929,2.64123653,228.8769251
85.3,7.141551436,1.56061838,130.1936415
85.4,12.66231805,7.825099743,103.0893595
85.5,12.2455399,16.4967909,68.66315696
85.6,6.386353652,20.9595496,31.76929344
85.7,18.81431177,17.94806503,101.1404971
85.8,1.186912108,9.820258396,8.6258652
85.9,20.39607827,2.593785642,288.4198811
86,5.224272966,1.451354553,98.76081502
86.1,10.47277116,7.092335269,89.55968338
86.2,18.06128672,15.43997235,104.6817543
86.3,1.000263325,20.67551482,5.009930992
86.4,17.49352488,19.28912627,90.71239083
86.5,13.112395,12.33899705,85.01345329
86.6,1.697155437,4.539985811,18.14011085
86.7,18.84129076,1.007236118,427.5536032
86.8,13.05124718,3.934265657,149.8531024
86.9,1.186730781,11.33326126,8.028239526
87,16.06334807,18.48029799,85.09952769
87.1,17.92724934,20.96815447,89.16186002
87.2,2.492696073,17.37811211,13.61800836
87.3,7.06574703,9.98731865,50.91892144
87.4,20.49845504,3.239888177,259.3592154
87.5,13.90284677,1.048152733,309.2694452
87.6,1.551836612,4.571696073,16.5292399
87.7,6.778911463,11.69968884,45.13551172
87.8,19.25026716,18.39292709,102.2249486
87.9,18.36642641,20.99855571,91.27997558
88,6.628842333,18.20309025,35.38430687
88.1,1.049267645,11.60877815,7.013561185
88.2,7.887131361,4.741690908,82.489376
88.3,18.00164458,1.133703181,385.0419649
88.4,20.72691683,2.532566993,296.619568
88.5,14.61543208,8.12723067,116.7578073
88.6,5.910667523,15.08534379,34.65807916
88.7,1.190984444,20.03067106,6.060436484
88.8,2.649523516,20.67448207,13.27076698
88.9,8.307070096,16.82154191,46.12756598
89,14.7104371,10.34074402,104.1826136
89.1,19.24973453,4.204844244,213.7939211
89.2,20.97308338,1.110482074,453.2648817
89.3,20.24491486,2.321322138,302.6173422
89.4,18.01844793,7.212673848,152.7969891
89.5,15.25068511,13.6463053,94.02154358
89.6,12.62141182,18.94295877,66.04342612
89.7,10.49473298,20.99958212,52.15688325
89.8,9.001668888,19.08943125,46.92152341
89.9,8.149506248,14.05997733,49.49764668
90,7.909830056,7.909830056,64.05147582
90.1,8.270178416,2.965398957,109.3752045
90.2,9.248532184,1.003126607,210.3005952
90.3,10.8715124,2.643479046,152.281657
90.4,13.11515855,7.20685947,111.2618003
90.5,15.81065276,13.03556313,99.73106725
90.6,18.53508318,18.123299,99.15656557
90.7,20.54406154,20.80779151,102.569651
90.8,20.84914249,20.29034449,105.4117569
90.9,18.55919744,16.83175475,103.0243918
91,13.51731549,11.59654821,90.40066925
91.1,7.00575598,6.231817847,63.91358749
91.2,1.917779268,2.338070932,28.56375785
91.3,1.637919405,1.002208544,37.26138919
91.4,7.495833729,2.522554046,107.4843586
91.5,16.29845256,6.383287948,146.916211
91.6,20.99449753,11.4572564,141.2572455
91.7,16.3287923,16.35534984,91.95380616
91.8,5.835144949,19.81164855,29.85636322
91.9,1.097081413,20.99895127,5.452373756
92,9.002900195,19.70183755,46.19283672
92.1,19.87543749,16.32081477,112.0447066
92.2,17.39455104,11.72695106,115.6821182
92.3,4.370166353,7.020161431,37.56384017
92.4,2.951393467,3.259741066,37.22897886
92.5,16.7178796,1.232341187,342.9740612
92.6,18.99231725,1.304554006,378.6975447
92.7,4.230238275,3.381473133,52.39108882
92.8,4.825356966,6.966335648,41.63636561
92.9,20.04277876,11.29558081,135.8154615
93,12.53330784,15.51189084,72.47344423
93.1,1.191473598,18.83582866,6.252268526
93.2,16.71813734,20.70309236,83.67887701
93.3,15.67624379,20.84624759,78.19403556
93.4,1.013334503,19.31364875,5.251292753
93.5,17.07306512,16.43101177,95.92347596
93.6,13.5160993,12.72052891,86.30666862
93.7,2.094360368,8.797417791,16.08123383
93.8,20.52559545,5.264350012,203.7365516
93.9,5.834337932,2.621116671,82.07180191
94,9.871436151,1.201449476,205.1035367
94.1,17.48994044,1.142548033,372.6461697
94.2,1.553072308,2.386828113,22.89426304
94.3,20.91103929,4.710621831,219.4229564
94.4,2.414407358,7.771527861,19.72435935
94.5,17.36818634,11.16492614,118.3783023
94.6,7.004315976,14.48061606,41.91966224
94.7,12.93272064,17.35218607,70.70634091
94.8,10.59296207,19.49406725,54.64013352
94.9,10.49724306,20.72377254,52.51536752
95,11.78459096,20.96917334,58.60968975
95.1,10.56000496,20.26253911,53.42724175
95.2,10.46743795,18.72432161,55.09128644
95.3,13.11730785,16.54028118,73.45457186
95.4,6.775209421,13.93559854,41.33381344
95.5,17.60722526,11.14922011,120.0920449
95.6,2.227264686,8.411000346,17.49015146
95.7,20.95997193,5.923383285,196.1333035
95.8,1.729783776,3.848535812,20.08119798
95.9,17.04957727,2.301105106,255.9711101
96,10.49755682,1.346183612,206.0542843
96.1,5.255346346,1.001654302,119.588103
96.2,20.72779114,1.243857099,423.2659609
96.3,2.49517386,2.015443962,40.02773471
96.4,12.65612196,3.234343085,160.2703453
96.5,17.79377272,4.802894552,184.9107149
96.6,1.115568567,6.616414028,9.877123779
96.7,14.70722782,8.57065532,114.4114183
96.8,17.60746107,10.56785147,123.3527827
96.9,1.493228116,12.52119936,9.610561407
97,11.28270567,14.35780389,67.81328997
97.1,20.52588226,16.02021021,116.792053
97.2,5.968111172,17.46672634,32.52195997
97.3,3.240879004,18.67077821,17.08154588
97.4,17.99872805,19.61954965,92.54284835
97.5,17.93087363,20.31214935,90.60852772
97.6,4.023745828,20.75752008,20.11353338
97.7,3.201395512,20.97227114,15.9207002
97.8,15.95021984,20.97857553,79.30932249
97.9,20.56336388,20.80223539,102.6797309
98,10.8743396,20.47098305,54.73676252
98.1,1.553381442,20.01305473,7.908005912
98.2,4.229082245,19.45604863,21.83556199
98.3,14.47266289,18.82605984,75.96513139
98.4,20.83762477,18.14707099,111.4013641
98.5,18.02090914,17.44056875,98.27474821
98.6,9.685602133,16.72535159,53.93672359
98.7,2.699468323,16.01749294,15.36124902
98.8,1.18570491,15.33042494,6.896759571
98.9,4.901010051,14.67511067,29.13670689
99,11.03141587,14.06027642,67.00078522
99.1,16.64186219,13.49267993,103.1806779
99.2,20.05681303,12.97739463,126.7983888
99.3,20.99457023,12.51809426,135.1398538
99.4,20.04344929,12.11732565,131.133797
99.5,18.06551203,11.77676095,119.8899861
99.6,15.81313133,11.49742292,106.2094572
99.7,13.78719578,11.27987935,93.49088695
99.8,12.2520856,11.12440386,83.65987537
99.9,11.31379359,11.03110172,77.57903461
100,11,11,75.53389967
