time,desired_output,sensed_output,plant_command
12.85,0.175340093,-0.852190453,0.330484432
12.9,0.241654316,-0.83018297,0.374213253
12.95,0.30699204,-0.806706294,0.416538886
13,0.37104371,-0.781783911,0.457220884
13.05,0.433502597,-0.755442443,0.496020446
13.1,0.494066301,-0.727711685,0.532701628
13.15,0.552438273,-0.698624614,0.567032581
13.2,0.608329324,-0.668217406,0.59878679
13.25,0.661459137,-0.636529437,0.627744322
13.3,0.711557751,-0.603603283,0.653693072
13.35,0.758367035,-0.569484705,0.676429991
13.4,0.801642113,-0.534222638,0.695762314
13.45,0.841152768,-0.497869158,0.711508749
13.5,0.876684778,-0.460479452,0.723500653
13.55,0.908041214,-0.422111773,0.731583158
13.6,0.935043662,-0.382827389,0.735616264
13.65,0.957533376,-0.342690526,0.735475884
13.7,0.975372356,-0.301768295,0.731054823
13.75,0.988444334,-0.260130615,0.722263707
13.8,0.996655667,-0.217850128,0.709031834
13.85,0.999936134,-0.175002103,0.691307957
13.9,0.998239621,-0.131664327,0.669060984
13.95,0.991544693,-0.087916993,0.642280587
14,0.979855052,-0.043842576,0.610977729
14.05,0.963199871,0.000474302,0.575185081
14.1,0.941633993,0.044947012,0.534957352
14.15,0.915238008,0.089487073,0.490371504
14.2,0.88411819,0.134004312,0.441526856
14.25,0.848406295,0.178407029,0.388545085
14.3,0.808259225,0.222602186,0.3315701
14.35,0.763858548,0.266495582,0.270767805
14.4,0.715409875,0.30999206,0.206325746
14.45,0.663142103,0.352995702,0.138452625
14.5,0.607306512,0.395410045,0.067377707
14.55,0.548175727,0.4371383,-0.006649902
14.6,0.486042549,0.478083576,-0.083362093
14.65,0.421218652,0.518149115,-0.162472708
14.7,0.35403315,0.55723853,-0.243678617
14.75,0.284831052,0.59525605,-0.326660898
14.8,0.213971594,0.632106773,-0.411086134
14.85,0.14182647,0.667696915,-0.496607804
14.9,0.068777955,0.701934077,-0.582867786
14.95,-0.004783057,0.734727503,-0.669497942
15,-0.078459096,0.765988346,-0.756121796
15.05,-0.15184824,0.795629939,-0.842356286
15.1,-0.224546293,0.82356806,-0.927813594
15.15,-0.296149013,0.849721209,-1.012103037
15.2,-0.366254383,0.874010873,-1.094833005
15.25,-0.434464907,0.896361796,-1.175612956
15.3,-0.500389916,0.916702253,-1.254055435
15.35,-0.563647876,0.934964308,-1.329778121
15.4,-0.623868685,0.951084083,-1.40240589
15.45,-0.680695937,0.965002012,-1.471572875
15.5,-0.733789154,0.976663095,-1.536924515
15.55,-0.782825951,0.986017147,-1.598119592
15.6,-0.82750414,0.993019037,-1.654832224
15.65,-0.867543751,0.997628918,-1.706753816
15.7,-0.902688949,0.999812454,-1.753594959
15.75,-0.93270985,0.99954103,-1.795087251
15.8,-0.957404205,0.996791956,-1.830985042
15.85,-0.976598951,0.991548657,-1.861067083
15.9,-0.990151617,0.983800852,-1.885138075
15.95,-0.99795156,0.973544715,-1.903030097
16,-0.999921044,0.960783026,-1.914603914
16.05,-0.996016125,0.945525306,-1.919750141
16.1,-0.986227352,0.92778793,-1.918390267
16.15,-0.970580271,0.907594229,-1.910477523
16.2,-0.94913572,0.88497457,-1.895997589
16.25,-0.921989916,0.859966418,-1.874969124
16.3,-0.889274324,0.832614378,-1.847444128
16.35,-0.851155306,0.802970215,-1.813508115
16.4,-0.807833548,0.771092855,-1.773280103
16.45,-0.759543269,0.737048361,-1.726912413
16.5,-0.706551203,0.700909887,-1.674590269
16.55,-0.649155362,0.662757611,-1.616531218
16.6,-0.587683584,0.622678641,-1.552984338
16.65,-0.522491868,0.580766902,-1.484229265
16.7,-0.453962508,0.537122987,-1.410575028
16.75,-0.382502022,0.491853998,-1.332358686
16.8,-0.308538902,0.445073354,-1.249943797
16.85,-0.232521185,0.396900569,-1.163718699
16.9,-0.154913852,0.347461017,-1.074094627
16.95,-0.076196092,0.296885663,-0.981503666
17,0.003141587,0.24531077,-0.886396553
17.05,0.082600355,0.192877583,-0.789240343
17.1,0.161676161,0.139731991,-0.690515939
17.15,0.239862921,0.086024157,-0.59071551
17.2,0.316655768,0.031908138,-0.490339809
17.25,0.391554346,-0.022458536,-0.389895402
17.3,0.464066125,-0.076915285,-0.289891828
17.35,0.533709719,-0.131298939,-0.190838703
17.4,0.600018184,-0.185444212,-0.093242786
17.45,0.662542268,-0.239184188,0.002394968
17.5,0.720853597,-0.292350841,0.09558236
17.55,0.774547772,-0.344775556,0.185838883
17.6,0.823247353,-0.396289674,0.272698617
17.65,0.866604707,-0.446725044,0.355713068
17.7,0.9043047,-0.495914597,0.434453933
17.75,0.936067212,-0.543692919,0.508515769
17.8,0.961649451,-0.58989684,0.577518554
17.85,0.980848051,-0.634366024,0.641110111
17.9,0.993500929,-0.676943569,0.698968382
17.95,0.999488889,-0.717476607,0.750803547
18,0.998736957,-0.7558169,0.796359944
18.05,0.991215425,-0.791821444,0.835417806
18.1,0.976940606,-0.825353055,0.867794781
18.15,0.955975272,-0.856280963,0.893347221
18.2,0.928428778,-0.884481387,0.911971248
18.25,0.894456859,-0.909838098,0.923603558
18.3,0.854261101,-0.932242978,0.928221982
18.35,0.808088079,-0.951596547,0.925845778
18.4,0.756228163,-0.967808487,0.916535655
18.45,0.699013994,-0.980798134,0.900393524
18.5,0.636818634,-0.990494945,0.877561985
18.55,0.570053406,-0.996838947,0.848223524
18.6,0.49916542,-0.999781148,0.812599458
18.65,0.424634806,-0.999283923,0.770948595
18.7,0.346971664,-0.99532136,0.723565642
18.75,0.266712757,-0.987879571,0.670779363
18.8,0.184417958,-0.97695697,0.612950485
18.85,0.100666469,-0.962564503,0.550469378
18.9,0.016052849,-0.944725837,0.483753515
18.95,-0.068817132,-0.923477507,0.413244737
19,-0.153330784,-0.898869013,0.339406319
19.05,-0.236872907,-0.870962868,0.262719888
19.1,-0.318830281,-0.839834601,0.183682179
19.15,-0.398596209,-0.805572701,0.102801684
19.2,-0.475575079,-0.768278519,0.020595183
19.25,-0.549186918,-0.7280661,-0.062415781
19.3,-0.618871881,-0.685061984,-0.145708498
19.35,-0.684094675,-0.639404924,-0.228762693
19.4,-0.744348844,-0.591245577,-0.311064141
19.45,-0.799160913,-0.540746114,-0.392108245
19.5,-0.848094337,-0.488079795,-0.471403559
19.55,-0.890753226,-0.433430474,-0.54847523
19.6,-0.926785815,-0.376992061,-0.622868331
19.65,-0.95588765,-0.318967919,-0.694151053
19.7,-0.977804451,-0.259570219,-0.761917739
19.75,-0.992334634,-0.199019236,-0.825791732
19.8,-0.99933146,-0.137542601,-0.88542801
19.85,-0.99870479,-0.0753745,-0.940515587
19.9,-0.990422427,-0.012754834,-0.990779663
19.95,-0.974511018,0.05007167,-1.035983503
20,-0.951056516,0.112856385,-1.075930019
20.05,-0.92020418,0.175347748,-1.110463054
20.1,-0.882158103,0.237292255,-1.139468344
20.15,-0.83718027,0.298435494,-1.162874152
20.2,-0.785589147,0.358523194,-1.180651571
20.25,-0.727757795,0.417302305,-1.192814473
20.3,-0.664111524,0.474522091,-1.199419128
20.35,-0.59512509,0.529935242,-1.200563473
20.4,-0.521319461,0.583298988,-1.196386038
20.45,-0.443258159,0.634376224,-1.187064543
20.5,-0.361543208,0.682936629,-1.172814167
20.55,-0.276810714,0.728757783,-1.153885503
20.6,-0.189726098,0.771626271,-1.130562216
20.65,-0.100979027,0.811338766,-1.103158423
20.7,-0.011278079,0.847703102,-1.072015801
20.75,0.078654838,0.880539301,-1.037500473
20.8,0.168090238,0.909680585,-0.999999666
20.85,0.256296965,0.934974338,-0.959918192
20.9,0.342548193,0.956283025,-0.917674771
20.95,0.426127478,0.973485065,-0.873698225
21,0.506334807,0.98647564,-0.828423584
21.05,0.582492593,0.995167459,-0.782288131
21.1,0.653951568,0.999491437,-0.735727424
21.15,0.720096521,0.999397315,-0.689171324
21.2,0.780351831,0.994854204,-0.643040085
21.25,0.834186733,0.985851043,-0.597740511
21.3,0.88112029,0.972396976,-0.553662245
21.35,0.920726,0.954521643,-0.511174207
21.4,0.952636007,0.932275371,-0.470621225
21.45,0.976544868,0.905729279,-0.432320889
21.5,0.992212832,0.874975279,-0.396560653
21.55,0.999468606,0.840125973,-0.363595232
21.6,0.998211561,0.80131446,-0.3336443
21.65,0.988413359,0.75869402,-0.30689053
21.7,0.970118975,0.712437712,-0.283477992
21.75,0.943447088,0.662737849,-0.263510929
21.8,0.908589844,0.60980538,-0.247052922
21.85,0.865811958,0.553869158,-0.234126468
21.9,0.81544918,0.495175111,-0.224712966
21.95,0.757906095,0.4339853,-0.218753123
22,0.693653306,0.37057689,-0.216147781
22.05,0.62322397,0.305241015,-0.216759161
22.1,0.547209751,0.238281546,-0.22041251
22.15,0.466256177,0.170013784,-0.226898151
22.2,0.381057467,0.100763051,-0.235973908
22.25,0.292350841,0.030863209,-0.247367895
22.3,0.200910369,-0.039344887,-0.260781644
22.35,0.107540405,-0.109515022,-0.275893536
22.4,0.013068653,-0.179297297,-0.292362516
22.45,-0.081661062,-0.248339862,-0.309832048
22.5,-0.17579628,-0.316290704,-0.327934278
22.55,-0.268483564,-0.382799455,-0.346294357
22.6,-0.358876271,-0.44751924,-0.364534899
22.65,-0.446142363,-0.510108535,-0.382280498
22.7,-0.529472193,-0.570233041,-0.399162292
22.75,-0.608086186,-0.627567544,-0.4148225
22.8,-0.681242336,-0.681797778,-0.428918899
22.85,-0.748243469,-0.732622252,-0.441129181
22.9,-0.80844417,-0.77975405,-0.451155154
22.95,-0.861257327,-0.82292259,-0.458726725
23,-0.90616021,-0.861875317,-0.463605625
23.05,-0.942700028,-0.896379344,-0.465588842
23.1,-0.970498899,-0.926223004,-0.464511693
23.15,-0.989258178,-0.951217323,-0.46025052
23.2,-0.998762086,-0.971197393,-0.452724965
23.25,-0.998880606,-0.986023638,-0.441899784
23.3,-0.989571594,-0.99558296,-0.427786178
23.35,-0.970882074,-0.999789762,-0.41044262
23.4,-0.942948705,-0.998586831,-0.389975152
23.45,-0.905997379,-0.991946087,-0.366537132
23.5,-0.860341961,-0.979869167,-0.340328446
23.55,-0.806382162,-0.96238786,-0.311594146
23.6,-0.744600542,-0.93956438,-0.280622555
23.65,-0.675558681,-0.911491458,-0.247742819
23.7,-0.599892515,-0.878292269,-0.213321929
23.75,-0.518306899,-0.84012018,-0.177761247
23.8,-0.431569408,-0.797158316,-0.141492545
23.85,-0.340503451,-0.749618945,-0.104973595
23.9,-0.245980743,-0.697742676,-0.068683355
23.95,-0.148913197,-0.641797487,-0.033116794
24,-0.050244318,-0.582077557,0.00122061
24.05,0.04905983,-0.518901939,0.033818622
24.1,0.148019999,-0.452613042,0.064168215
24.15,0.245653385,-0.38357496,0.091767668
24.2,0.340983409,-0.312171633,0.116128757
24.25,0.433049573,-0.238804852,0.136782938
24.3,0.520917266,-0.163892128,0.15328749
24.35,0.603687439,-0.087864418,0.165231516
24.4,0.680506047,-0.011163732,0.172241754
24.45,0.750573146,0.065759376,0.173988114
24.5,0.813151558,0.142448409,0.170188883
24.55,0.867574999,0.218443616,0.16061552
24.6,0.913255591,0.293284751,0.145096981
24.65,0.949690654,0.366513885,0.123523522
24.7,0.976468709,0.437678251,0.095849906
24.75,0.993274612,0.506333114,0.06209798
24.8,0.999893758,0.572044638,0.02235856
24.85,0.996215282,0.634392738,-0.023207401
24.9,0.982234231,0.692973896,-0.074368404
24.95,0.958052644,0.747403925,-0.130822774
25,0.923879533,0.797320654,-0.192199833
25.05,0.88002973,0.842386525,-0.258061874
25.1,0.826921616,0.882291079,-0.327906943
25.15,0.76507371,0.916753304,-0.40117242
25.2,0.69510017,0.945523849,-0.477239378
25.25,0.617705214,0.968387052,-0.555437694
25.3,0.53367651,0.985162805,-0.635051871
25.35,0.443877596,0.995708205,-0.715327538
25.4,0.349239392,0.999918994,-0.795478553
25.45,0.250750883,0.997730773,-0.874694669
25.5,0.149449058,0.989119968,-0.952149675
25.55,0.046408211,0.97410455,-1.027009944
25.6,-0.057271295,0.95274448,-1.098443299
25.65,-0.16047469,0.92514189,-1.165628109
25.7,-0.262084752,0.89144098,-1.227762519
25.75,-0.360993943,0.851827631,-1.284073713
25.8,-0.45611658,0.806528727,-1.333827108
25.85,-0.546400925,0.755811192,-1.376335379
25.9,-0.630841037,0.69998073,-1.410967206
25.95,-0.708488275,0.639380286,-1.437155633
26,-0.778462302,0.574388218,-1.454405945
26.05,-0.839961459,0.505416199,-1.462302959
26.1,-0.892272405,0.432906848,-1.46051763
26.15,-0.934778875,0.357331109,-1.448812878
26.2,-0.966969465,0.279185386,-1.427048557
26.25,-0.988444334,0.198988449,-1.395185489
26.3,-0.998920735,0.117278137,-1.353288485
26.35,-0.998237291,0.034607863,-1.301528299
26.4,-0.986356949,-0.048457048,-1.240182466
26.45,-0.963368564,-0.131343164,-1.169634986
26.5,-0.929487075,-0.213472881,-1.090374831
26.55,-0.885052235,-0.294268448,-1.002993249
26.6,-0.830525914,-0.373156062,-0.908179884
26.65,-0.766487963,-0.449570009,-0.806717717
26.7,-0.693630676,-0.522956806,-0.699476851
26.75,-0.612751895,-0.592779338,-0.587407186
26.8,-0.524746807,-0.658520932,-0.471530047
26.85,-0.430598524,-0.719689361,-0.352928814
26.9,-0.33136753,-0.775820728,-0.232738662
26.95,-0.228180095,-0.826483211,-0.112135472
27,-0.1222158,-0.871280633,0.007675942
27.05,-0.014694271,-0.909855827,0.125474212
27.1,0.093138697,-0.941893771,0.240034251
27.15,0.200025496,-0.967124454,0.350140412
27.2,0.304711369,-0.985325459,0.454599843
27.25,0.405959208,-0.996324227,0.55225588
27.3,0.502564327,-0.999999989,0.64200132
27.35,0.593369015,-0.996285332,0.722791449
27.4,0.677276706,-0.985167388,0.793656632
27.45,0.753265581,-0.966688632,0.853714346
27.5,0.820401444,-0.940947262,0.902180492
27.55,0.877849683,-0.908097167,0.938379834
27.6,0.924886192,-0.868347461,0.961755446
27.65,0.960907071,-0.821961582,0.971877018
27.7,0.985436997,-0.769255964,0.968447915
27.75,0.99813613,-0.710598263,0.951310876
27.8,0.998805455,-0.646405167,0.920452256
27.85,0.987390471,-0.577139781,0.876004739
27.9,0.963983155,-0.503308605,0.818248452
27.95,0.928822164,-0.425458122,0.747610442
28,0.882291226,-0.344171021,0.664662476
28.05,0.824915744,-0.260062058,0.570117167
28.1,0.757357597,-0.173773615,0.464822436
28.15,0.680408207,-0.085970948,0.349754333
28.2,0.594979911,0.002662811,0.226008273
28.25,0.502095737,0.091431881,0.094788762
28.3,0.402877682,0.179633243,-0.042602305
28.35,0.298533616,0.266562197,-0.184778665
28.4,0.190342966,0.351518018,-0.330283884
28.45,0.079641336,0.43380967,-0.477606615
28.5,-0.03219576,0.512761536,-0.62519673
28.55,-0.143769843,0.587719105,-0.77148217
28.6,-0.25367691,0.658054577,-0.914886323
28.65,-0.360525137,0.723172338,-1.053845735
28.7,-0.462952629,0.782514253,-1.186827951
28.75,-0.55964499,0.835564729,-1.312349278
28.8,-0.649352488,0.881855502,-1.428992261
28.85,-0.730906583,0.920970107,-1.535422655
28.9,-0.803235602,0.952547975,-1.630405688
28.95,-0.865379347,0.976288132,-1.712821403
29,-0.916502422,0.991952443,-1.781678893
29.05,-0.955906104,0.999368376,-1.836129222
29.1,-0.983038574,0.998431258,-1.875476875
29.15,-0.997503351,0.989105972,-1.899189561
29.2,-0.999065802,0.971428094,-1.906906239
29.25,-0.987657606,0.94550444,-1.898443223
29.3,-0.963379095,0.911513004,-1.873798285
29.35,-0.926499408,0.869702276,-1.833152655
29.4,-0.877454421,0.820389947,-1.776870879
29.45,-0.816842464,0.763960979,-1.705498483
29.5,-0.745417831,0.700865071,-1.619757468
29.55,-0.664082164,0.631613504,-1.520539628
29.6,-0.573873774,0.556775412,-1.40889776
29.65,-0.475955027,0.476973471,-1.286034841
29.7,-0.371597937,0.392879061,-1.153291265
29.75,-0.262168125,0.305206909,-1.012130287
29.8,-0.149107355,0.214709281,-0.864121807
