time,desired_output,sensed_output,plant_command
19.65,-0.95588765,0.626743834,-1.413976543
19.7,-0.977804451,0.675543624,-1.483202128
19.75,-0.992334634,0.721656028,-1.545529329
19.8,-0.99933146,0.764868336,-1.600585968
19.85,-0.99870479,0.80497763,-1.648046399
19.9,-0.990422427,0.84179184,-1.687633973
19.95,-0.974511018,0.875130762,-1.719123189
20,-0.951056516,0.904827052,-1.742341494
20.05,-0.92020418,0.930727185,-1.757170727
20.1,-0.882158103,0.952692359,-1.763548181
20.15,-0.83718027,0.970599367,-1.761467286
20.2,-0.785589147,0.984341402,-1.750977886
20.25,-0.727757795,0.99382881,-1.732186111
20.3,-0.664111524,0.998989782,-1.705253847
20.35,-0.59512509,0.999770967,-1.670397788
20.4,-0.521319461,0.996138024,-1.627888082
20.45,-0.443258159,0.988076086,-1.578046582
20.5,-0.361543208,0.97559015,-1.521244696
20.55,-0.276810714,0.958705374,-1.457900857
20.6,-0.189726098,0.937467289,-1.388477632
20.65,-0.100979027,0.911941919,-1.313478478
20.7,-0.011278079,0.882215798,-1.233444177
20.75,0.078654838,0.848395901,-1.148948962
20.8,0.168090238,0.810609459,-1.06059638
20.85,0.256296965,0.769003688,-0.969014894
20.9,0.342548193,0.723745403,-0.874853287
20.95,0.426127478,0.675020536,-0.778775877
21,0.506334807,0.623033545,-0.681457597
21.05,0.582492593,0.568006721,-0.583578959
21.1,0.653951568,0.510179397,-0.485820966
21.15,0.720096521,0.449807048,-0.388859987
21.2,0.780351831,0.3871603,-0.293362654
21.25,0.834186733,0.322523842,-0.199980811
21.3,0.88112029,0.256195235,-0.109346569
21.35,0.920726,0.188483651,-0.022067489
21.4,0.952636007,0.119708507,0.061278045
21.45,0.976544868,0.050198038,0.140145238
21.5,0.992212832,-0.019712217,0.214027037
21.55,0.999468606,-0.089680991,0.282457995
21.6,0.998211561,-0.159362924,0.345017795
21.65,0.988413359,-0.228410257,0.401334429
21.7,0.970118975,-0.296474568,0.451086973
21.75,0.943447088,-0.363208545,0.494007957
21.8,0.908589844,-0.428267792,0.529885288
21.85,0.865811958,-0.491312653,0.558563721
21.9,0.81544918,-0.552010045,0.579945853
21.95,0.757906095,-0.610035294,0.593992632
22,0.693653306,-0.665073965,0.600723373
22.05,0.62322397,-0.716823663,0.600215282
22.1,0.547209751,-0.764995818,0.592602477
22.15,0.466256177,-0.80931742,0.578074531
22.2,0.381057467,-0.849532704,0.556874523
22.25,0.292350841,-0.885404781,0.52929664
22.3,0.200910369,-0.91671719,0.495683319
22.35,0.107540405,-0.943275373,0.456421979
22.4,0.013068653,-0.964908051,0.411941351
22.45,-0.081661062,-0.981468509,0.362707445
22.5,-0.17579628,-0.992835759,0.309219196
22.55,-0.268483564,-0.998915586,0.252003811
22.6,-0.358876271,-0.999641466,0.19161187
22.65,-0.446142363,-0.994975344,0.128612228
22.7,-0.529472193,-0.984908268,0.063586752
22.75,-0.608086186,-0.969460868,-0.002875045
22.8,-0.681242336,-0.948683678,-0.070181431
22.85,-0.748243469,-0.922657294,-0.137743892
22.9,-0.80844417,-0.891492365,-0.204982523
22.95,-0.861257327,-0.855329404,-0.27133132
23,-0.90616021,-0.814338432,-0.336243329
23.05,-0.942700028,-0.76871844,-0.399195596
23.1,-0.970498899,-0.718696674,-0.459693867
23.15,-0.989258178,-0.664527739,-0.517277001
23.2,-0.998762086,-0.606492532,-0.571521035
23.25,-0.998880606,-0.544896996,-0.622042875
23.3,-0.989571594,-0.480070705,-0.668503568
23.35,-0.970882074,-0.412365282,-0.710611119
23.4,-0.942948705,-0.342152658,-0.748122824
23.45,-0.905997379,-0.269823175,-0.780847096
23.5,-0.860341961,-0.195783549,-0.808644764
23.55,-0.806382162,-0.120454694,-0.83142982
23.6,-0.744600542,-0.044269418,-0.849169617
23.65,-0.675558681,0.032329993,-0.861884509
23.7,-0.599892515,0.108894287,-0.869646928
23.75,-0.518306899,0.184969857,-0.872579919
23.8,-0.431569408,0.260101418,-0.870855131
23.85,-0.340503451,0.333834746,-0.864690295
23.9,-0.245980743,0.405719459,-0.854346207
23.95,-0.148913197,0.475311827,-0.840123257
24,-0.050244318,0.542177587,-0.822357518
24.05,0.04905983,0.605894751,-0.801416463
24.1,0.148019999,0.666056392,-0.777694334
24.15,0.245653385,0.722273377,-0.751607224
24.2,0.340983409,0.774177044,-0.723587922
24.25,0.433049573,0.821421793,-0.694080575
24.3,0.520917266,0.863687578,-0.663535231
24.35,0.603687439,0.900682278,-0.632402327
24.4,0.680506047,0.932143933,-0.601127166
24.45,0.750573146,0.95784283,-0.570144478
24.5,0.813151558,0.977583404,-0.539873098
24.55,0.867574999,0.99120597,-0.510710841
24.6,0.913255591,0.998588233,-0.483029631
24.65,0.949690654,0.999646599,-0.457170942
24.7,0.976468709,0.994337239,-0.433441613
24.75,0.993274612,0.98265692,-0.412110076
24.8,0.999893758,0.964643581,-0.393403065
24.85,0.996215282,0.940376642,-0.377502837
24.9,0.982234231,0.909977049,-0.364544939
24.95,0.958052644,0.873607036,-0.354616573
25,0.923879533,0.831469612,-0.347755563
25.05,0.88002973,0.783807763,-0.34394996
25.1,0.826921616,0.730903366,-0.343138281
25.15,0.76507371,0.67307583,-0.345210405
25.2,0.69510017,0.610680447,-0.350009104
25.25,0.617705214,0.544106484,-0.357332212
25.3,0.53367651,0.473774995,-0.366935405
25.35,0.443877596,0.400136388,-0.378535568
25.4,0.349239392,0.323667741,-0.391814713
25.45,0.250750883,0.244869894,-0.406424408
25.5,0.149449058,0.16426432,-0.421990669
25.55,0.046408211,0.082389803,-0.438119255
25.6,-0.057271295,-0.000201062,-0.454401309
25.65,-0.16047469,-0.082945527,-0.470419276
25.7,-0.262084752,-0.165274481,-0.485753031
25.75,-0.360993943,-0.246616348,-0.499986127
25.8,-0.45611658,-0.32640107,-0.512712112
25.85,-0.546400925,-0.404064146,-0.523540799
25.9,-0.630841037,-0.479050699,-0.532104435
25.95,-0.708488275,-0.55081954,-0.538063677
26,-0.778462302,-0.618847204,-0.541113289
26.05,-0.839961459,-0.682631927,-0.540987482
26.1,-0.892272405,-0.741697524,-0.537464827
26.15,-0.934778875,-0.795597156,-0.530372659
26.2,-0.966969465,-0.84391694,-0.519590903
26.25,-0.988444334,-0.886279374,-0.50505527
26.3,-0.998920735,-0.922346558,-0.48675975
26.35,-0.998237291,-0.951823172,-0.464758371
26.4,-0.986356949,-0.97445919,-0.439166171
26.45,-0.963368564,-0.990052299,-0.410159354
26.5,-0.929487075,-0.998450006,-0.377974617
26.55,-0.885052235,-0.999551403,-0.342907623
26.6,-0.830525914,-0.993308579,-0.305310631
26.65,-0.766487963,-0.979727647,-0.26558929
26.7,-0.693630676,-0.958869389,-0.22419861
26.75,-0.612751895,-0.930849493,-0.18163816
26.8,-0.524746807,-0.895838373,-0.138446513
26.85,-0.430598524,-0.854060569,-0.095195016
26.9,-0.33136753,-0.805793731,-0.052480927
26.95,-0.228180095,-0.751367164,-0.010920013
27,-0.1222158,-0.69115996,0.028861325
27.05,-0.014694271,-0.625598714,0.066234298
27.1,0.093138697,-0.555154834,0.100576255
27.15,0.200025496,-0.48034145,0.131279373
27.2,0.304711369,-0.401709961,0.157759421
27.25,0.405959208,-0.319846217,0.17946446
27.3,0.502564327,-0.23536637,0.195883389
27.35,0.593369015,-0.14891242,0.206554191
27.4,0.677276706,-0.061147489,0.211071798
27.45,0.753265581,0.027249158,0.209095424
27.5,0.820401444,0.115587287,0.200355285
27.55,0.877849683,0.203171051,0.184658581
27.6,0.924886192,0.289304466,0.161894649
27.65,0.960907071,0.373296982,0.132039202
27.7,0.985436997,0.454469094,0.095157551
27.75,0.99813613,0.532157949,0.051406765
27.8,0.998805455,0.605722911,0.001036694
27.85,0.987390471,0.674551033,-0.055610188
27.9,0.963983155,0.738062373,-0.118100152
27.95,0.928822164,0.795715143,-0.185910805
28,0.882291226,0.847010607,-0.258434917
28.05,0.824915744,0.891497702,-0.334985461
28.1,0.757357597,0.928777341,-0.414801831
28.15,0.680408207,0.958506342,-0.497057211
28.2,0.594979911,0.98040095,-0.580867004
28.25,0.502095737,0.994239923,-0.665298262
28.3,0.402877682,0.99986713,-0.749380025
28.35,0.298533616,0.99719364,-0.832114438
28.4,0.190342966,0.986199279,-0.912488549
28.45,0.079641336,0.966933621,-0.989486644
28.5,-0.03219576,0.9395164,-1.062102973
28.55,-0.143769843,0.904137327,-1.12935471
28.6,-0.25367691,0.861055307,-1.190294995
28.65,-0.360525137,0.810597041,-1.244025887
28.7,-0.462952629,0.753155025,-1.289711053
28.75,-0.55964499,0.689184948,-1.326588025
28.8,-0.649352488,0.619202498,-1.353979857
28.85,-0.730906583,0.543779598,-1.371306013
28.9,-0.803235602,0.463540089,-1.378092313
28.95,-0.865379347,0.379154899,-1.373979803
29,-0.916502422,0.291336712,-1.358732385
29.05,-0.955906104,0.2008342,-1.332243088
29.1,-0.983038574,0.108425838,-1.294538852
29.15,-0.997503351,0.014913373,-1.245783731
29.2,-0.999065802,-0.078885028,-1.186280431
29.25,-0.987657606,-0.172141865,-1.116470102
29.3,-0.963379095,-0.264027589,-1.036930376
29.35,-0.926499408,-0.353718016,-0.948371586
29.4,-0.877454421,-0.440401794,-0.851631208
29.45,-0.816842464,-0.523287872,-0.747666526
29.5,-0.745417831,-0.601612891,-0.637545575
29.55,-0.664082164,-0.674648434,-0.522436447
29.6,-0.573873774,-0.741708059,-0.403595043
29.65,-0.475955027,-0.802154059,-0.282351401
29.7,-0.371597937,-0.855403858,-0.160094728
29.75,-0.262168125,-0.900936005,-0.03825733
29.8,-0.149107355,-0.93829568,0.081702424
29.85,-0.033914842,-0.967099663,0.198317855
29.9,0.081872409,-0.987040712,0.310132275
29.95,0.1967,-0.997891282,0.415717574
30,0.309016994,-0.99950656,0.513692876
30.05,0.417296952,-0.991826763,0.60274302
30.1,0.520058863,-0.974878654,0.681636613
30.15,0.615887693,-0.948776277,0.749243404
30.2,0.703454248,-0.913720857,0.80455075
30.25,0.781534083,-0.869999875,0.846678925
30.3,0.849025177,-0.817985299,0.874895035
30.35,0.904964112,-0.758130979,0.888625346
30.4,0.948540523,-0.690969219,0.887465806
30.45,0.979109578,-0.617106537,0.871190582
30.5,0.9962023,-0.537218646,0.839758476
