Time,input_1,output
1.0,-1.0,-0.5
1.0990990990990992,-0.9984984984984985,-0.5
1.1981981981981982,-0.996996996996997,-0.5
1.2972972972972974,-0.9954954954954955,-0.5
1.3963963963963963,-0.993993993993994,-0.5
1.4954954954954955,-0.9924924924924925,-0.5
1.5945945945945947,-0.990990990990991,-0.5
1.6936936936936937,-0.9894894894894894,-0.5
1.7927927927927927,-0.987987987987988,-0.5
1.8918918918918919,-0.9864864864864865,-0.5
1.990990990990991,-0.984984984984985,-0.5
2.09009009009009,-0.9834834834834835,-0.5
2.1891891891891895,-0.9819819819819819,-0.5
2.288288288288288,-0.9804804804804805,-0.5
2.3873873873873874,-0.978978978978979,-0.5
2.4864864864864864,-0.9774774774774775,-0.5
2.5855855855855854,-0.975975975975976,-0.5
2.684684684684685,-0.9744744744744744,-0.5
2.7837837837837838,-0.972972972972973,-0.5
2.8828828828828827,-0.9714714714714715,-0.5
2.981981981981982,-0.96996996996997,-0.5
3.081081081081081,-0.9684684684684685,-0.5
3.18018018018018,-0.9669669669669669,-0.5
3.279279279279279,-0.9654654654654655,-0.5
3.3783783783783785,-0.963963963963964,-0.5
3.4774774774774775,-0.9624624624624625,-0.5
3.5765765765765765,-0.960960960960961,-0.5
3.675675675675676,-0.9594594594594594,-0.5
3.774774774774775,-0.957957957957958,-0.5
3.873873873873874,-0.9564564564564565,-0.5
3.972972972972973,-0.954954954954955,-0.5
4.072072072072072,-0.9534534534534534,-0.5
4.171171171171171,-0.9519519519519519,-0.5
4.27027027027027,-0.9504504504504504,-0.5
4.36936936936937,-0.948948948948949,-0.5
4.468468468468469,-0.9474474474474475,-0.5
4.5675675675675675,-0.9459459459459459,-0.5
4.666666666666666,-0.9444444444444444,-0.5
4.7657657657657655,-0.9429429429429429,-0.5
4.864864864864865,-0.9414414414414415,-0.5
4.963963963963964,-0.93993993993994,-0.5
5.063063063063063,-0.9384384384384384,-0.5
5.162162162162162,-0.9369369369369369,-0.5
5.261261261261262,-0.9354354354354354,-0.5
5.36036036036036,-0.933933933933934,-0.5
5.45945945945946,-0.9324324324324325,-0.5
5.558558558558558,-0.9309309309309309,-0.5
5.657657657657658,-0.9294294294294294,-0.5
5.756756756756757,-0.9279279279279279,-0.5
5.8558558558558556,-0.9264264264264265,-0.5
5.954954954954955,-0.924924924924925,-0.5
6.054054054054054,-0.9234234234234234,-0.5
6.153153153153153,-0.9219219219219219,-0.5
6.252252252252252,-0.9204204204204204,-0.5
6.351351351351352,-0.9189189189189189,-0.5
6.45045045045045,-0.9174174174174174,-0.5
6.54954954954955,-0.9159159159159159,-0.5
6.648648648648649,-0.9144144144144144,-0.5
6.747747747747748,-0.9129129129129129,-0.5
6.846846846846847,-0.9114114114114114,-0.5
6.945945945945946,-0.9099099099099099,-0.5
7.045045045045045,-0.9084084084084084,-0.5
7.1441441441441444,-0.9069069069069069,-0.5
7.243243243243243,-0.9054054054054054,-0.5
7.342342342342342,-0.9039039039039038,-0.5
7.441441441441442,-0.9024024024024024,-0.5
7.54054054054054,-0.9009009009009009,-0.5
7.63963963963964,-0.8993993993993994,-0.5
7.738738738738739,-0.8978978978978979,-0.5
7.837837837837838,-0.8963963963963963,-0.5
7.936936936936937,-0.8948948948948949,-0.5
8.036036036036036,-0.8933933933933934,-0.5
